word_1	word_2	biword	frequency
salmon	PROG	salmon|PROG	3
3SBJ.DEF[NMLZ]	PST	3SBJ.DEF[NMLZ]|PST	1
dwell.at[1sbj].	PST	dwell.at[1sbj].|PST	1
PST	build.dam.around	PST|build.dam.around	1
3SBJ<NMLZ.P>INDF.	PST	3SBJ<NMLZ.P>INDF.|PST	1
ITER	see.3obj	ITER|see.3obj	1
salmon	PST	salmon|PST	1
all	throw	all|throw	1
CESS	go	CESS|go	3
by.night.	PROG	by.night.|PROG	1
relating.to	talk.about[1sbj]	relating.to|talk.about[1sbj]	5
indian.potato	PROG	indian.potato|PROG	1
PROG	say.to	PROG|say.to	3
plant	PROH	plant|PROH	1
SBJ.DEF	PROG	SBJ.DEF|PROG	1
ITER	pass.by	ITER|pass.by	1
happen[nmlz]	PST	happen[nmlz]|PST	1
ITER	dig	ITER|dig	1
SUB.3DEF	ITER	SUB.3DEF|ITER	1
ITER	say.to	ITER|say.to	1
anything	3NEG	anything|3NEG	1
HORT?	PST	HORT?|PST	1
PST	dig	PST|dig	1
PST	turn.over	PST|turn.over	1
PFV	start.from	PFV|start.from	1
PST	along.behind	PST|along.behind	1
AFF	enough	AFF|enough	2
weed.boy.	INCH	weed.boy.|INCH	1
SER	3NEG	SER|3NEG	3
west	go.to	west|go.to	1
PROG	be.inside[3sbj.def]	PROG|be.inside[3sbj.def]	1
INCH	by.water[3sbj.def].	INCH|by.water[3sbj.def].	1
EMPH	go	EMPH|go	2
DEM	all.the.way.to	DEM|all.the.way.to	22
PST	at.that.time	PST|at.that.time	2
only	PST	only|PST	1
PST	long.time	PST|long.time	1
all.the.way.to	PST	all.the.way.to|PST	1
around	come.so	around|come.so	2
on.arrival	talk	on.arrival|talk	1
around	come<n.ind>so	around|come<n.ind>so	1
2SBJ.SBJV	1NEG	2SBJ.SBJV|1NEG	1
DUB	PROG	DUB|PROG	14
2SBJ.SBJV.	PST	2SBJ.SBJV.|PST	1
go.to	listen[1sbj]	go.to|listen[1sbj]	1
around	come.with	around|come.with	1
3NEG	be.a.while	3NEG|be.a.while	1
TH.STV.N3[1SBJ.PASS].	PST	TH.STV.N3[1SBJ.PASS].|PST	1
PROG	doctor.	PROG|doctor.	1
doctor.	INCH	doctor.|INCH	1
PST	say.to.3obj	PST|say.to.3obj	1
before	EMPH	before|EMPH	2
3OBJ[1SBJ]	INCH	3OBJ[1SBJ]|INCH	1
INCH	give	INCH|give	2
go<impl>.	PROG	go<impl>.|PROG	1
all	hear	all|hear	1
well	very	well|very	1
very	3NEG	very|3NEG	2
not.much	be.far	not.much|be.far	2
DEF	PL	DEF|PL	4
in.the.old.days	PFV	in.the.old.days|PFV	1
PFV	come	PFV|come	7
here.and.there	UNK	here.and.there|UNK	1
tell.about[1sbj]	1NEG	tell.about[1sbj]|1NEG	1
1NEG	not.much	1NEG|not.much	4
PST	weave	PST|weave	2
3SBJ.STV	around	3SBJ.STV|around	1
around	here.and.there	around|here.and.there	1
upright	float	upright|float	3
all.the.way.to	AFF	all.the.way.to|AFF	4
raccoon	around	raccoon|around	1
all	EMP	all|EMP	2
not.much	be.deep	not.much|be.deep	1
water	PFV	water|PFV	4
INCH	narrate[1sbj].	INCH|narrate[1sbj].	1
all	place	all|place	1
NMLZ.P.	go.to	NMLZ.P.|go.to	1
go.to	be.visible[3sbj.stv]	go.to|be.visible[3sbj.stv]	1
still	go.out	still|go.out	1
here.and.there	relating.to	here.and.there|relating.to	1
relating.to	upright	relating.to|upright	1
PROG	happen.so[3sbj.def]	PROG|happen.so[3sbj.def]	3
happen.so[3sbj.def]	PROG	happen.so[3sbj.def]|PROG	1
DEF	still	DEF|still	1
still	go	still|go	1
bucket.basket.	INCH	bucket.basket.|INCH	1
young.man.	PST	young.man.|PST	1
PROG	leak[3sbj.stv].	PROG|leak[3sbj.stv].	1
leak[3sbj.stv].	in.vain	leak[3sbj.stv].|in.vain	1
SUB.3DEF	in.vain	SUB.3DEF|in.vain	1
ITER	speak	ITER|speak	1
PST	speak	PST|speak	1
PROG	think.3obj	PROG|think.3obj	1
only	OPT	only|OPT	1
good	3NEG	good|3NEG	4
young.man.	PFV	young.man.|PFV	1
PFV	down	PFV|down	1
AFF.	EMPH	AFF.|EMPH	1
somewhere	PST	somewhere|PST	1
south.	along	south.|along	1
along	edge	along|edge	3
ocean.	3NEG	ocean.|3NEG	1
on.arrival	cross	on.arrival|cross	1
sand	PROG	sand|PROG	2
PROG	take.up	PROG|take.up	1
cross	throw	cross|throw	2
both.sides	each.divide	both.sides|each.divide	1
cross	3SBJ.DEF	cross|3SBJ.DEF	2
across.	PST	across.|PST	1
on.edge.	PST	on.edge.|PST	1
teepee.	PST	teepee.|PST	1
PST	put.down	PST|put.down	1
bones	PST	bones|PST	1
PL	put	PL|put	1
north	ITER	north|ITER	1
pack.basket	PST	pack.basket|PST	1
sand	PST	sand|PST	1
ITER	raise	ITER|raise	1
across	PST	across|PST	1
ITER	cross	ITER|cross	2
same.way	EMP	same.way|EMP	4
happen[3sbj.def]	EMPH	happen[3sbj.def]|EMPH	1
EMPH	water	EMPH|water	1
land	PST	land|PST	1
cross	3SBJ.DEF.	cross|3SBJ.DEF.	3
ITER	come.together	ITER|come.together	1
ITER	along	ITER|along	1
DEM.DIST	all.the.way.to	DEM.DIST|all.the.way.to	2
all.the.way.to	PROG	all.the.way.to|PROG	7
INCH	be<th.stv>heavy	INCH|be<th.stv>heavy	1
3SBJ.STV	very	3SBJ.STV|very	1
PROG	N2.NEG.EMPH	PROG|N2.NEG.EMPH	1
EMPH	already	EMPH|already	2
already	be<th.stv>heavy	already|be<th.stv>heavy	1
very	be<th.stv>heavy	very|be<th.stv>heavy	1
CESS	carry	CESS|carry	1
contrary.to.usual	PROG	contrary.to.usual|PROG	1
in.that.place	PROG	in.that.place|PROG	1
around	go[1sbj].	around|go[1sbj].	1
around	go[1sbj]	around|go[1sbj]	1
on.that.side	PROG	on.that.side|PROG	2
ITER	separately	ITER|separately	1
ITER	near	ITER|near	1
AFF.	enough	AFF.|enough	1
raccoon	INCH	raccoon|INCH	1
relating.to	talk.about.3obj[1sbj]	relating.to|talk.about.3obj[1sbj]	1
3NEG	wash.away	3NEG|wash.away	1
ocean	ITER	ocean|ITER	1
tracks.	in.vain	tracks.|in.vain	1
back.and.forth	go	back.and.forth|go	8
all	drown[3sbj.pass]	all|drown[3sbj.pass]	1
ITER	initially	ITER|initially	1
relating.to	PROG	relating.to|PROG	1
PROG	tell.lie	PROG|tell.lie	1
1NEG	NEG	1NEG|NEG	5
PL	be.left	PL|be.left	3
creature	no.longer	creature|no.longer	1
no.longer	see.3obj	no.longer|see.3obj	1
around	PL	around|PL	3
PROG	be.left	PROG|be.left	1
PROG	hear.about	PROG|hear.about	1
3OBJ[1SBJ]	very	3OBJ[1SBJ]|very	1
3SBJ.STV	NEG.EMPH	3SBJ.STV|NEG.EMPH	1
NEG.EMPH	touch.bottom	NEG.EMPH|touch.bottom	1
dog	PROG	dog|PROG	1
PL	catch<nmlz>.	PL|catch<nmlz>.	1
PL	beat[3obj]	PL|beat[3obj]	1
EMPH	darken	EMPH|darken	1
at.night.	NEG.EMPH	at.night.|NEG.EMPH	1
DEF	at.last	DEF|at.last	1
at.last	come	at.last|come	1
INCH	darken<nmlz>	INCH|darken<nmlz>	1
darken<nmlz>	at.night	darken<nmlz>|at.night	1
at.night	AFF	at.night|AFF	1
all	cry	all|cry	2
PROG	say[3sbj.indf]	PROG|say[3sbj.indf]	1
say[3sbj.indf]	PROG	say[3sbj.indf]|PROG	1
IMPL.INSTR.	around	IMPL.INSTR.|around	1
very	hurt	very|hurt	1
SBJ<NMLZ>IMPL	PROG	SBJ<NMLZ>IMPL|PROG	1
INCH	tell.tradition	INCH|tell.tradition	1
around	be.one	around|be.one	3
on.that.side	around	on.that.side|around	3
around	dwell[3sbj.stv]	around|dwell[3sbj.stv]	1
like	cross	like|cross	1
PROG	happen.so[3sbj.stv]	PROG|happen.so[3sbj.stv]	2
PROG	close	PROG|close	2
cross	go	cross|go	1
on.that.side	all.the.way.to	on.that.side|all.the.way.to	1
PROG	go.up	PROG|go.up	1
NEG.	go.to	NEG.|go.to	1
ITER	around	ITER|around	3
NMLZ.	ITER	NMLZ.|ITER	1
PROG	turn.upside.down	PROG|turn.upside.down	1
PL	fall	PL|fall	1
ADVS	PST	ADVS|PST	1
hazel.brush	INCH	hazel.brush|INCH	1
INCH	break.off	INCH|break.off	1
eel.basket	PST	eel.basket|PST	1
CESS	weave	CESS|weave	4
in.the.morning	PST	in.the.morning|PST	1
go.to	look.at	go.to|look.at	2
3NEG	look.at	3NEG|look.at	2
young.man	ITER	young.man|ITER	1
ITER	pick.up	ITER|pick.up	1
toad.	PST	toad.|PST	1
INCH	darken<nmlz.p>	INCH|darken<nmlz.p>	1
ITER	be.wet	ITER|be.wet	1
in.the.morning	ITER	in.the.morning|ITER	1
3POSS[NMLZ].	then	3POSS[NMLZ].|then	1
TH.TR[1SBJ].	PST	TH.TR[1SBJ].|PST	1
PST	be.ready[3sbj.def]	PST|be.ready[3sbj.def]	1
grease	EMPH	grease|EMPH	1
very	be.saturated	very|be.saturated	1
eat<neg>	PST	eat<neg>|PST	1
FUT	eat[1sbj].	FUT|eat[1sbj].	1
eat[1sbj].	PST	eat[1sbj].|PST	1
old.lady	PST	old.lady|PST	1
also	3NEG	also|3NEG	1
happen.so[3sbj.stv]	PST	happen.so[3sbj.stv]|PST	1
EMPH	now	EMPH|now	1
now	EMPH	now|EMPH	4
EMPH	1PL	EMPH|1PL	3
be.so[3sbj.stv].	ITER	be.so[3sbj.stv].|ITER	1
ITER	be.in.water	ITER|be.in.water	1
AFF	very	AFF|very	1
PFV	eat.with.enjoyment	PFV|eat.with.enjoyment	1
old.lady	already	old.lady|already	1
very	be.so[3sbj.stv]	very|be.so[3sbj.stv]	18
now	INCH	now|INCH	2
all	away	all|away	1
1PL	yet	1PL|yet	1
yet	EMP	yet|EMP	3
DEF	yet	DEF|yet	1
INCH	burn	INCH|burn	1
ashes	INCH	ashes|INCH	1
INCH	out	INCH|out	3
EMPH	when	EMPH|when	2
PROG	happen[3sbj.def]	PROG|happen[3sbj.def]	2
INCH	tell.story.about.3obj[1sbj]	INCH|tell.story.about.3obj[1sbj]	2
very	abuse	very|abuse	4
3PL	then	3PL|then	1
water	PROG	water|PROG	3
all	extinguish	all|extinguish	1
happen.so[3sbj.def]	PST	happen.so[3sbj.def]|PST	1
no.longer	dwell[3sbj]	no.longer|dwell[3sbj]	1
already	very	already|very	4
very	really	very|really	2
EMPH	all.go	EMPH|all.go	1
hill	PST	hill|PST	1
EMPH	north.wind	EMPH|north.wind	1
north.wind	3NEG	north.wind|3NEG	1
ITER	touch<th.tr>	ITER|touch<th.tr>	2
DEM.PROX	PROG	DEM.PROX|PROG	2
hill	EMPH	hill|EMPH	1
PROG	only	PROG|only	5
north.wind	PROB	north.wind|PROB	1
PROB	ITER	PROB|ITER	1
3POSS	very	3POSS|very	2
very	go.to	very|go.to	1
go.to	feel.bad	go.to|feel.bad	1
INCH	tell.lie[1sbj]	INCH|tell.lie[1sbj]	3
whale	INCH	whale|INCH	1
INCH	tell.story.about.3obj[1sbj]….	INCH|tell.story.about.3obj[1sbj]….	1
3OBJ	INCH	3OBJ|INCH	1
EMPH	PL	EMPH|PL	2
PL	look.so[3sbj.stv].	PL|look.so[3sbj.stv].	1
girl	PROH	girl|PROH	1
ITER	look.at[imp]	ITER|look.at[imp]	2
pack	PROG	pack|PROG	1
PL	come	PL|come	1
little.bit	EMPH	little.bit|EMPH	1
look.at[1sbj].	PST	look.at[1sbj].|PST	1
all	strike.dumb.pass	all|strike.dumb.pass	1
EMPH	pack	EMPH|pack	1
all	transfix[3sbj.pass]	all|transfix[3sbj.pass]	1
PROG	name	PROG|name	10
DEF	on.arrival	DEF|on.arrival	1
EMPH	same.way	EMPH|same.way	1
3PL	PROH	3PL|PROH	1
pubescent.girl	PROH	pubescent.girl|PROH	1
ITER	look.at[imp].	ITER|look.at[imp].	1
look.at[imp].	3NEG	look.at[imp].|3NEG	1
3PL.	INCH	3PL.|INCH	1
ITER	look.at[3sbj.def]	ITER|look.at[3sbj.def]	1
AFF	PROH	AFF|PROH	1
INCH	be.point.of.land	INCH|be.point.of.land	1
3PL	PROG	3PL|PROG	9
EMPH	stand	EMPH|stand	4
ITER	very	ITER|very	3
very	go	very|go	1
INCH	down	INCH|down	3
CESS	INCH	CESS|INCH	4
INCH	almost	INCH|almost	16
almost	come	almost|come	2
PROG	sit.down.to.rest	PROG|sit.down.to.rest	1
CESS	very	CESS|very	1
FUT	come	FUT|come	1
PROG	transform.pass	PROG|transform.pass	1
PROG	sit.there	PROG|sit.there	1
finally	very	finally|very	1
very	be.careful.about	very|be.careful.about	1
everything	PROB	everything|PROB	1
water	NEG.EMPH	water|NEG.EMPH	1
NEG.EMPH	drink	NEG.EMPH|drink	3
3SBJ.DEF	NEG.EMPH	3SBJ.DEF|NEG.EMPH	5
EMPH	toward.wall	EMPH|toward.wall	1
toward.wall	PROG	toward.wall|PROG	1
3POSS	all	3POSS|all	1
all	hang.down	all|hang.down	1
3NEG	do.so	3NEG|do.so	2
TH.REFL	AUG	TH.REFL|AUG	1
AUG	TH.IMPL	AUG|TH.IMPL	2
INCH	laugh.at	INCH|laugh.at	1
DIM[3SBJ.INDF]	around	DIM[3SBJ.INDF]|around	1
PROG	laugh.at	PROG|laugh.at	1
1SBJ.	very	1SBJ.|very	1
very	feel.bad	very|feel.bad	1
in.vain	be.so.many.ways	in.vain|be.so.many.ways	1
laugh.at	AUG	laugh.at|AUG	1
INCH	tease	INCH|tease	3
INST.IMPL	PROG	INST.IMPL|PROG	1
INST.IMPL	INCH	INST.IMPL|INCH	1
INST.IMPL	3NEG	INST.IMPL|3NEG	1
PROG	so.many	PROG|so.many	1
point.of.land.	PROG	point.of.land.|PROG	1
PROG	cover	PROG|cover	1
low.tide	all.the.way.to	low.tide|all.the.way.to	1
then	along	then|along	1
footprint	still	footprint|still	1
around	lie<th.stv>there	around|lie<th.stv>there	1
someplace	PROG	someplace|PROG	1
also	no.longer	also|no.longer	1
rock	EMPH	rock|EMPH	1
EMPH	3POSS	EMPH|3POSS	1
NMLZ.INF	NEG.EMPH	NMLZ.INF|NEG.EMPH	1
NMLZ.INF.	enough	NMLZ.INF.|enough	1
river.	PROG	river.|PROG	1
PROG	set.down[3obj]	PROG|set.down[3obj]	2
basketry.tub.	PROG	basketry.tub.|PROG	1
harpoon	PROG	harpoon|PROG	1
PROG	put	PROG|put	1
3SBJ<NMLZ.P>IMPL	PROB	3SBJ<NMLZ.P>IMPL|PROB	1
ocean	EMPH	ocean|EMPH	1
PROG	straight	PROG|straight	2
ocean	PROG	ocean|PROG	1
3SBJ.INDF	1NEG	3SBJ.INDF|1NEG	3
3OBJ[1SBJ].	PROG	3OBJ[1SBJ].|PROG	2
like	ITER	like|ITER	1
ITER	swim	ITER|swim	1
PROG	spear[3sbj].	PROG|spear[3sbj].	1
ITER	put.on.top	ITER|put.on.top	1
rope	EMPH	rope|EMPH	1
bow.	INCH	bow.|INCH	1
rope	INCH	rope|INCH	1
almost	empty	almost|empty	2
sea.lion	ITER	sea.lion|ITER	1
ITER	REP	ITER|REP	9
REP	swim	REP|swim	1
DEM	very	DEM|very	1
like	very	like|very	1
very	look.so	very|look.so	1
boat	on.arrival	boat|on.arrival	1
on.arrival	bite.3obj	on.arrival|bite.3obj	1
contrary.to.usual	ITER	contrary.to.usual|ITER	1
ITER	fasten	ITER|fasten	2
PROG	3PL	PROG|3PL	1
PROG	nicely	PROG|nicely	1
3SBJ.IMPL	ITER	3SBJ.IMPL|ITER	2
ITER	row	ITER|row	1
NMLZ.P	very	NMLZ.P|very	1
very	be<th.stv.3sbj>long.	very|be<th.stv.3sbj>long.	1
PROG	rise.up	PROG|rise.up	1
SUB.3DEF.	PROG	SUB.3DEF.|PROG	1
swim	around	swim|around	1
3NEG	think.about	3NEG|think.about	1
HORT	INCH	HORT|INCH	1
INCH	in.the.way	INCH|in.the.way	1
PROG	good	PROG|good	1
PROG	pull.over	PROG|pull.over	1
3SBJ<TH.IMPL>IMPL	ITER	3SBJ<TH.IMPL>IMPL|ITER	1
INCH	tell.story.about[1sbj]	INCH|tell.story.about[1sbj]	2
DEF	go.to	DEF|go.to	4
go.to	dry	go.to|dry	1
PROG	live.there	PROG|live.there	1
go.to	smoke.meat	go.to|smoke.meat	1
river	go.to	river|go.to	1
EMPH	then	EMPH|then	1
then	go.in	then|go.in	2
EMPH	go.in	EMPH|go.in	1
3POSS.	INCH	3POSS.|INCH	1
tracks	INCH	tracks|INCH	1
INCH	lie.there	INCH|lie.there	1
3SBJ.STV.	3NEG	3SBJ.STV.|3NEG	1
3SBJ.STV	suddenly	3SBJ.STV|suddenly	1
water.	INCH	water.|INCH	1
DUB	already	DUB|already	3
almost	INCH	almost|INCH	5
something	PROG	something|PROG	8
PROG	ahead	PROG|ahead	1
sometime	all.the.way.to	sometime|all.the.way.to	1
DUB	then	DUB|then	1
then	very	then|very	1
very	NMLZ.INF	very|NMLZ.INF	1
PROG	grab<nmlz.p>	PROG|grab<nmlz.p>	1
INCH	cut	INCH|cut	11
around	cook[3sbj.def]	around|cook[3sbj.def]	1
cook[3sbj.def]	PROG	cook[3sbj.def]|PROG	1
PROG	cook[3sbj.def].	PROG|cook[3sbj.def].	1
cook[3sbj.def].	PST	cook[3sbj.def].|PST	1
all	get<th.stv>dark	all|get<th.stv>dark	1
INCH	be.drowsy[3sbj.stv]	INCH|be.drowsy[3sbj.stv]	1
girl.	INCH	girl.|INCH	1
INCH	fall.over	INCH|fall.over	2
very	be.drowsy[3sbj.stv].	very|be.drowsy[3sbj.stv].	1
suddenly	fall.over.all.the.way	suddenly|fall.over.all.the.way	1
ITER	be.large	ITER|be.large	1
PST	be.hot[3sbj.stv]	PST|be.hot[3sbj.stv]	1
PST	sleep.soundly	PST|sleep.soundly	1
do.so[3sbj.def]	EMPH	do.so[3sbj.def]|EMPH	1
3SBJ.DEF	then	3SBJ.DEF|then	1
then	tracks	then|tracks	1
in.vain	very	in.vain|very	1
very	be.hot[3sbj.stv].	very|be.hot[3sbj.stv].	1
suddenly	hear	suddenly|hear	1
NMLZ.P.	already	NMLZ.P.|already	1
in.vain	be.expecting	in.vain|be.expecting	1
3SBJ.IMPL	suddenly	3SBJ.IMPL|suddenly	1
PFV	all	PFV|all	1
3SG	PROG	3SG|PROG	3
house	in.vain	house|in.vain	1
SUB	ITER	SUB|ITER	1
PROG	hang	PROG|hang	1
INCH	tell.story.about	INCH|tell.story.about	2
house	go.to	house|go.to	1
dwell.at[3sbj.def].	yet	dwell.at[3sbj.def].|yet	1
slightly	EMPH	slightly|EMPH	1
also	PST	also|PST	2
PROG	go.along	PROG|go.along	1
3SBJ.DEF.	along	3SBJ.DEF.|along	1
along	ITER	along|ITER	1
trail.	INCH	trail.|INCH	1
tree.	INCH	tree.|INCH	1
INCH	hang	INCH|hang	1
one.side	CESS	one.side|CESS	1
PST	one.side	PST|one.side	1
3SBJ.DEF	same.way	3SBJ.DEF|same.way	1
same.way	do.so[3sbj.def].	same.way|do.so[3sbj.def].	1
PROG	recognize	PROG|recognize	1
2SG	EMPH	2SG|EMPH	1
EMPH	man	EMPH|man	1
2SBJ	PROG	2SBJ|PROG	1
PROG	bear.	PROG|bear.	1
bear.	2NEG	bear.|2NEG	1
AFF	already	AFF|already	2
almost	pass	almost|pass	1
DEM	CESS	DEM|CESS	2
CESS	AFF	CESS|AFF	3
INCH	fight	INCH|fight	1
INCH	hang.on	INCH|hang.on	1
3SBJ<NMLZ.P>IMPL	INCH	3SBJ<NMLZ.P>IMPL|INCH	2
turn	around	turn|around	1
around	INTS	around|INTS	1
both	PL	both|PL	1
3SBJ<NMLZ.P>IMPL	same.way	3SBJ<NMLZ.P>IMPL|same.way	1
do.so[3sbj]	INCH	do.so[3sbj]|INCH	1
from.behind	scratch	from.behind|scratch	1
NMLZ.P	from.behind	NMLZ.P|from.behind	1
from.behind	split	from.behind|split	1
ITER	stand.up	ITER|stand.up	1
NMLZ.INF	3NEG	NMLZ.INF|3NEG	2
PROG	fear	PROG|fear	1
PROG	wear.3obj	PROG|wear.3obj	1
old.man	ITER	old.man|ITER	1
before	ITER	before|ITER	2
ITER	happen.so	ITER|happen.so	1
bear	EMPH	bear|EMPH	1
SUB.3DEF	PROB	SUB.3DEF|PROB	1
PROB	slip.off	PROB|slip.off	1
already	win	already|win	1
EMPH	perhaps	EMPH|perhaps	1
perhaps	FUT	perhaps|FUT	1
FUT	win	FUT|win	1
cane	PROG	cane|PROG	1
south	PST	south|PST	1
alton	all.the.way.to	alton|all.the.way.to	1
ITER	there	ITER|there	1
on.shore	EMPH	on.shore|EMPH	1
NMLZ	PROG	NMLZ|PROG	1
some	dwell.at[3sbj]	some|dwell.at[3sbj]	1
some	also	some|also	3
some	dwell.at[3sbj].	some|dwell.at[3sbj].	1
tell.lie[1sbj]	1NEG	tell.lie[1sbj]|1NEG	1
grass	PROG	grass|PROG	1
PROG	grow	PROG|grow	4
AFF	NEG.EMPH	AFF|NEG.EMPH	2
NEG.EMPH	touch	NEG.EMPH|touch	1
say<nmlz.p>	PROH	say<nmlz.p>|PROH	1
grass.	PROG	grass.|PROG	1
FUT	be.freshet	FUT|be.freshet	1
3SBJ.STV.	same.way	3SBJ.STV.|same.way	1
happen[3sbj.stv]	EMPH	happen[3sbj.stv]|EMPH	1
PST	break	PST|break	1
PST	be.freshet	PST|be.freshet	2
wood	PROG	wood|PROG	1
PROG	split[3obj]	PROG|split[3obj]	1
wood.	EMPH	wood.|EMPH	1
EMPH	be.hard[3sbj.stv]	EMPH|be.hard[3sbj.stv]	1
be.hard[3sbj.stv]	EMPH	be.hard[3sbj.stv]|EMPH	1
ITER	same	ITER|same	1
3SBJ.STV.	all	3SBJ.STV.|all	1
no.longer	see	no.longer|see	3
3NEG	tell	3NEG|tell	1
happen.so[3sbj.def]	3NEG	happen.so[3sbj.def]|3NEG	1
DEF	back.and.forth	DEF|back.and.forth	5
back.and.forth	float	back.and.forth|float	2
very	be.true	very|be.true	1
3SBJ.INDF	EMPH	3SBJ.INDF|EMPH	4
PL	be.wet[3sbj.stv]	PL|be.wet[3sbj.stv]	2
old.dead.wood	PROG	old.dead.wood|PROG	1
wood.	NEG.EMPH	wood.|NEG.EMPH	1
NEG.EMPH	float.down	NEG.EMPH|float.down	1
however	EMPH	however|EMPH	1
EMPH	be.freshet	EMPH|be.freshet	1
then	float	then|float	1
3SBJ<NMLZ.P>STV.	NEG.EMPH	3SBJ<NMLZ.P>STV.|NEG.EMPH	1
finally	PROG	finally|PROG	3
NEG.EMPH	believe	NEG.EMPH|believe	3
PST	test	PST|test	1
happen.so[nmlz].	PROG	happen.so[nmlz].|PROG	1
some	NEG.EMPH	some|NEG.EMPH	1
INCH	test	INCH|test	2
NMLZ.A	INCH	NMLZ.A|INCH	1
long.ago	PROG	long.ago|PROG	2
go.to	poison	go.to|poison	1
AFF	cross	AFF|cross	1
cross	by.water	cross|by.water	1
in.vain	chase.3obj	in.vain|chase.3obj	1
EMPH.	then	EMPH.|then	1
INST.IMPL.	INCH	INST.IMPL.|INCH	1
INCH	jump.up	INCH|jump.up	1
ITER	fall	ITER|fall	1
REP	jump	REP|jump	2
then	finally	then|finally	1
then	REP	then|REP	1
all	INTS	all|INTS	2
above	all.the.way.to	above|all.the.way.to	1
upright	go	upright|go	1
EMPH	dog	EMPH|dog	1
ITER	take.so	ITER|take.so	1
mad.river	PFV	mad.river|PFV	1
PFV	around	PFV|around	1
all.the.way.to	nose	all.the.way.to|nose	1
NMLZ.A[LOC]	PST	NMLZ.A[LOC]|PST	1
SER	OPT	SER|OPT	1
OPT	contrary.to.usual	OPT|contrary.to.usual	1
contrary.to.usual	FUT	contrary.to.usual|FUT	1
FUT	all	FUT|all	1
EMPH	2POSS	EMPH|2POSS	1
PROG	do.to	PROG|do.to	1
EMPH	all.kinds	EMPH|all.kinds	3
PROG	do.loose.basket.weaving	PROG|do.loose.basket.weaving	1
very	know	very|know	2
PROG	3SG	PROG|3SG	1
3SG	EMPH	3SG|EMPH	2
ITER	hazel.brush	ITER|hazel.brush	1
gather[3sbj.def].	PROG	gather[3sbj.def].|PROG	1
ITER	dry	ITER|dry	1
EMPH	so.many.kinds	EMPH|so.many.kinds	1
EMP	quickly	EMP|quickly	1
quickly	weave	quickly|weave	1
in.the.morning	PROG	in.the.morning|PROG	2
INCH	weave	INCH|weave	1
NEG.EMPH	not.much	NEG.EMPH|not.much	17
not.much	eat	not.much|eat	1
INCH	darken<th.stv>	INCH|darken<th.stv>	1
3SBJ.STV	go.to	3SBJ.STV|go.to	1
very	like	very|like	3
3OBJ[1SBJ].	INCH	3OBJ[1SBJ].|INCH	1
INCH	give.to	INCH|give.to	1
hazel.brush.	PROG	hazel.brush.|PROG	1
first	flat	first|flat	1
DIM.	CESS	DIM.|CESS	1
CESS	turn.up	CESS|turn.up	1
whatever	EMPH	whatever|EMPH	6
contrary.to.usual	INCH	contrary.to.usual|INCH	1
DEM	FUT	DEM|FUT	1
FUT	be.so[3sbj.stv]	FUT|be.so[3sbj.stv]	1
3POSS	PL	3POSS|PL	2
PL	weave.basket	PL|weave.basket	2
3POSS.	some	3POSS.|some	1
some	bucket.basket	some|bucket.basket	1
bucket.basket	PROG	bucket.basket|PROG	1
SER	NEG.EMPH	SER|NEG.EMPH	3
not.much	work	not.much|work	1
PROG	go.back.and.forth	PROG|go.back.and.forth	1
eureka	all.the.way.to	eureka|all.the.way.to	1
go.to	row	go.to|row	2
clams	PROG	clams|PROG	1
PROG	sell	PROG|sell	1
3POSS	yet	3POSS|yet	1
LOC.	INCH	LOC.|INCH	3
almost	land	almost|land	1
INCH	shoe	INCH|shoe	1
white.man	very	white.man|very	3
very	be.surprised	very|be.surprised	1
DEM	NEG.EMPH	DEM|NEG.EMPH	1
NEG.EMPH	happen.so	NEG.EMPH|happen.so	1
CESS	OBJ.IMPL	CESS|OBJ.IMPL	1
CESS	be.many	CESS|be.many	1
very	be.so[3sbj.stv].	very|be.so[3sbj.stv].	8
long.ago	3NEG	long.ago|3NEG	2
PROG	use	PROG|use	8
yet	be.little.girl	yet|be.little.girl	1
then	initially	then|initially	1
initially	see	initially|see	1
stick	INCH	stick|INCH	1
INCH	twist.around	INCH|twist.around	1
INCH	fall[3sbj.stv]	INCH|fall[3sbj.stv]	1
INCH	fall[3sbj.stv].	INCH|fall[3sbj.stv].	1
INCH	burn<th.stv>	INCH|burn<th.stv>	1
long.ago	around	long.ago|around	1
fire.	3NEG	fire.|3NEG	1
matches	3NEG	matches|3NEG	1
3POSS.	very	3POSS.|very	1
PL	bring.along	PL|bring.along	1
white.man	PROG	white.man|PROG	3
go.to	sell	go.to|sell	1
PROG	in	PROG|in	1
eureka.	INCH	eureka.|INCH	1
PROG	feed[3sbj.pass].	PROG|feed[3sbj.pass].	1
NMLZ.A	PROG	NMLZ.A|PROG	4
PROG	feed	PROG|feed	1
back	INCH	back|INCH	1
ITER	down.river	ITER|down.river	2
be.so[3sbj.stv]	3NEG	be.so[3sbj.stv]|3NEG	1
EMPH	indian	EMPH|indian	1
indian	PROG	indian|PROG	3
all	get.drunk	all|get.drunk	1
CESS	CESS	CESS|CESS	4
CESS	grease	CESS|grease	1
INCH	play.with	INCH|play.with	2
EMPH	be.related.to	EMPH|be.related.to	1
3OBJ[NMLZ]	PROG	3OBJ[NMLZ]|PROG	1
ITER	by.piece	ITER|by.piece	1
EMPH	thread	EMPH|thread	1
from.behind	CESS	from.behind|CESS	1
thread	NEG.EMPH	thread|NEG.EMPH	1
